Site,species,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,asi
T13_2023,Porites_spp.,5347.7,1843.7,27.3,28.39,ASI 7
T13_2023,Porites_spp.,5579.4,1562.1,46,53.43,ASI 7
T13_2023,Porites_spp.,5944.4,1255.1,110.2,77.07,ASI 7
T13_2023,Orbicella_faveolata,4097.7,1324.5,156.9,740.51,ASI 7
T13_2023,Porites_astreoides,4729.9,1444.5,113.6,309.78,ASI 7
T13_2023,Porites_spp.,4853,1538.7,11.9,8.23,ASI 7
T13_2023,Porites_spp.,3710.9,900.5,7.8,2.51,ASI 7
T13_2023,Porites_spp.,3702.4,942.2,25,23,ASI 7
T13_2023,Orbicella_faveolata,3010.2,1104.3,159.4,692.45,ASI 7
T13_2023,Porites_spp.,3289.3,1209,33.2,35.5,ASI 7
T13_2023,Porites_spp.,3409.8,1247.7,17.9,16.37,ASI 7
T13_2023,Orbicella_annularis,3690.9,1480.8,13.3,6.67,ASI 7
T13_2023,Siderastrea_spp.,1505.5,1695.1,100.5,463.19,ASI 7
T13_2023,Orbicella_annularis,1326.2,1463.2,25.6,28.39,ASI 7
T13_2023,Porites_spp.,1046.5,904.2,13.2,8.52,ASI 7
T13_2023,Porites_spp.,1140.4,972.2,115.8,139.69,ASI 7
T13_2023,Porites_astreoides,401.1,1792.5,44.2,101.15,ASI 7
T13_2023,Orbicella_annularis,261.2,1753.7,13.8,11.81,ASI 7
T13_2023,Orbicella_annularis,218.4,1868.9,29.4,41.67,ASI 7
T13_2023,Porites_spp.,598.4,1114.2,68.2,145.22,ASI 7
T13_2023,Porites_astreoides,218.1,973.7,26.4,32.04,ASI 7
T13_2023,Porites_astreoides,649.4,2131.8,33.3,75.85,ASI 7
T13_2023,Porites_astreoides,1440.4,2822,14.1,13.09,ASI 7
T13_2023,Porites_spp.,2577.6,2517.3,30.8,30.96,ASI 7
T13_2023,Porites_spp.,2524.1,2703.9,32.7,35.38,ASI 7
T13_2023,Porites_spp.,2914.5,2745.8,44.4,84.78,ASI 7
T13_2023,Porites_astreoides,3909.2,1946.6,21.1,27.09,ASI 7
T13_2023,Porites_spp.,3682.6,2506.1,10.8,4.72,ASI 7
T13_2023,Porites_spp.,3671,2543.1,20.6,7.94,ASI 7
T13_2023,Porites_spp.,4674.4,2195.5,15.8,11.46,ASI 7
T13_2023,Porites_astreoides,6061.8,2020.9,33.7,45.24,ASI 7
T13_2023,Porites_astreoides,7853.9,2213.3,51.6,104.78,ASI 7
T13_2023,Porites_astreoides,8340.8,2522.8,6.5,2.78,ASI 7
T13_2023,Porites_astreoides,8310,2432.1,7.8,3.98,ASI 7
T13_2023,Porites_astreoides,11533.1,2152,27.9,45.43,ASI 7
T13_2023,Porites_astreoides,11259.7,2851.9,26.2,45.51,ASI 7
T13_2023,Porites_astreoides,11499.9,3309.3,12.8,7.08,ASI 7
T13_2023,Porites_astreoides,10913.3,2911.1,26.3,19.6,ASI 7
T13_2023,Porites_spp.,10484.1,3128.6,53.9,88.89,ASI 7
T13_2023,Porites_spp.,9985.3,3051.4,81.3,121.98,ASI 7
T13_2023,Porites_astreoides,9938.6,2887.6,19.7,24.83,ASI 7
T13_2023,Porites_spp.,9166.3,3482.8,134,131.78,ASI 7
T13_2023,Porites_spp.,9239.6,3593,73.4,67.16,ASI 7
T13_2023,Porites_spp.,6988.3,3152.6,74.7,204.77,ASI 7
T13_2023,Porites_astreoides,7701.8,3690.7,20.4,26.87,ASI 7
T13_2023,Orbicella_annularis,6110.2,3026,17.1,16.34,ASI 7
T13_2023,Orbicella_annularis,6025.8,3034,16.5,14.15,ASI 7
T13_2023,Porites_spp.,6769.5,3057.7,15,11.65,ASI 7
T13_2023,Porites_spp.,6684.8,3561,57.9,54.54,ASI 7
T13_2023,Orbicella_annularis,7012.7,3566.9,6.2,2.79,ASI 7
T13_2023,Porites_astreoides,5333,3393.8,43.7,119.87,ASI 7
T13_2023,Porites_astreoides,2764.4,2946.7,52.2,73.9,ASI 7
T13_2023,Orbicella_annularis,2380,3201.3,6.8,2.84,ASI 7
T13_2023,Orbicella_annularis,2304.7,3236.5,14.9,7.22,ASI 7
T13_2023,Orbicella_annularis,2008.8,3244.7,13.2,9.61,ASI 7
T13_2023,Porites_spp.,1434.9,2925.6,21.8,30.14,ASI 7
T13_2023,Porites_spp.,1581.1,2992.2,40.5,67.07,ASI 7
T13_2023,Porites_spp.,1213.6,3318.8,11.6,7.06,ASI 7
T13_2023,Porites_astreoides,2752.7,4418,9.6,6.52,ASI 7
T13_2023,Porites_astreoides,2674.9,4026.4,10.1,7,ASI 7
T13_2023,Porites_spp.,2994.7,3896.1,110.8,126.08,ASI 7
T13_2023,Orbicella_annularis,3189.6,4546.3,17.3,16.87,ASI 7
T13_2023,Porites_astreoides,3658.7,4476.5,22.4,21.19,ASI 7
T13_2023,Porites_astreoides,3714.9,4687.4,13.5,12.12,ASI 7
T13_2023,Porites_astreoides,4444.6,4235.4,13.3,8.6,ASI 7
T13_2023,Porites_spp.,4462.7,4153.2,37.1,16.04,ASI 7
T13_2023,Porites_spp.,4434.5,4169.9,28.4,14.35,ASI 7
T13_2023,Orbicella_faveolata,5968.7,3909.4,107.9,258.29,ASI 7
T13_2023,Orbicella_faveolata,6155.9,3860.7,12.1,7.91,ASI 7
T13_2023,Orbicella_faveolata,6143.3,3903.8,9.4,5.43,ASI 7
T13_2023,Orbicella_faveolata,6132.1,3952.5,11.2,5.88,ASI 7
T13_2023,Porites_astreoides,8569.3,3866.6,26.1,45.21,ASI 7
T13_2023,Porites_spp.,8742.7,3908.1,118.6,62.6,ASI 7
T13_2023,Porites_spp.,8665.7,3908.7,56.1,33.14,ASI 7
T13_2023,Porites_spp.,8763,3963,16.3,7.33,ASI 7
T13_2023,Porites_spp.,8860.9,4121.2,27.9,26.67,ASI 7
T13_2023,Porites_astreoides,8281.9,4486,14.3,8.24,ASI 7
T13_2023,Porites_astreoides,9311.5,4359.3,61.6,236.36,ASI 7
T13_2023,Orbicella_faveolata,9576.2,4519.6,64,205.47,ASI 7
T13_2023,Porites_spp.,9353,4007.4,114.5,129.69,ASI 7
T13_2023,Porites_spp.,9305.8,3948.4,5.1,1.63,ASI 7
T13_2023,Porites_spp.,9293.1,3969.6,10.7,5.6,ASI 7
T13_2023,Porites_astreoides,10409.8,4515,30.3,49.65,ASI 7
T13_2023,Porites_spp.,11668.4,3789.4,182.1,390.31,ASI 7
T13_2023,Porites_astreoides,11517.9,3830.3,31.1,18.94,ASI 7
T13_2023,Porites_spp.,11380.7,5221.4,93.8,89.42,ASI 7
T13_2023,Porites_spp.,11313.5,5239.9,15.6,10.85,ASI 7
T13_2023,Siderastrea_spp.,10698.3,4652.5,47.6,58.52,ASI 7
T13_2023,Orbicella_annularis,10736.8,4721.1,22.6,18.05,ASI 7
T13_2023,Porites_spp.,10120.9,5220.9,24.6,21.85,ASI 7
T13_2023,Porites_astreoides,9793.4,5453.6,25.3,27.02,ASI 7
T13_2023,Porites_astreoides,9590.4,5557.3,39,55.02,ASI 7
T13_2023,Porites_spp.,7975.6,4649,33.2,41.98,ASI 7
T13_2023,Porites_astreoides,8202.3,5021.4,39,88.59,ASI 7
T13_2023,Porites_spp.,7439.8,5312.6,61.1,57.37,ASI 7
T13_2023,Diploria_labyrinthiformis,6038.8,5194.5,16.7,17.46,ASI 7
T13_2023,Porites_astreoides,4715.1,5334.2,16.1,16.31,ASI 7
T13_2023,Porites_astreoides,1637.5,4745.8,11.8,9.16,ASI 7
T13_2023,Porites_spp.,1884.4,5511.8,38.1,36.7,ASI 7
T13_2023,Porites_spp.,1936.9,5702.5,14.8,12.93,ASI 7
T13_2023,Porites_spp.,1978.8,5623.3,11.8,8.21,ASI 7
T13_2023,Porites_astreoides,2178.9,6032.4,19.6,26.61,ASI 7
T13_2023,Porites_astreoides,3467.5,6170.8,20.6,25.21,ASI 7
T13_2023,Porites_astreoides,3533.3,6186.5,12,9.99,ASI 7
T13_2023,Orbicella_faveolata,4761.6,6314.7,46.5,76.06,ASI 7
T13_2023,Porites_astreoides,4300.4,6226.8,16.7,19.64,ASI 7
T13_2023,Porites_spp.,5091.3,6068.2,31.1,28.18,ASI 7
T13_2023,Porites_astreoides,5761.3,6076.5,22.8,25.63,ASI 7
T13_2023,Siderastrea_spp.,5430.3,6298.1,4.3,1.33,ASI 7
T13_2023,Porites_astreoides,6582.7,6131.8,30.5,45.23,ASI 7
T13_2023,Porites_astreoides,6418.6,5979.7,26.1,43.4,ASI 7
T13_2023,Orbicella_faveolata,8013.4,6260.1,290.5,926.93,ASI 7
T13_2023,Orbicella_annularis,8494,5452.6,16.9,13.07,ASI 7
T13_2023,Orbicella_annularis,8488.6,5547,32.1,53.03,ASI 7
T13_2023,Porites_astreoides,9044,5992,31.6,49.73,ASI 7
T13_2023,Porites_spp.,10261.9,5660,30.9,46.17,ASI 7
T13_2023,Porites_astreoides,10104.7,6001.8,28.2,41.77,ASI 7
T13_2023,Porites_spp.,11291.5,5589.8,10.8,7.6,ASI 7
T13_2023,Porites_spp.,11356.2,7049.2,64,47.44,ASI 7
T13_2023,Orbicella_annularis,8986.7,8125.4,54.1,94.3,ASI 7
T13_2023,Porites_astreoides,8289.5,8355.8,61.3,112.24,ASI 7
T13_2023,Porites_astreoides,8370.1,8392.5,10.1,4.72,ASI 7
T13_2023,Porites_spp.,8445.8,8155.1,28,27.74,ASI 7
T13_2023,Porites_astreoides,8110.9,7704.9,31,49.21,ASI 7
T13_2023,Porites_astreoides,7959.3,7919.8,25,37.86,ASI 7
T13_2023,Porites_astreoides,5312.4,7637,19.3,26.3,ASI 7
T13_2023,Porites_astreoides,5099.4,7766.4,13.2,11.82,ASI 7
T13_2023,Porites_astreoides,5135.6,7793.3,7.2,2.55,ASI 7
T13_2023,Porites_spp.,5220.8,8258.7,11.7,8.05,ASI 7
T13_2023,Porites_spp.,3956.7,7730.5,13.8,9.54,ASI 7
T13_2023,Orbicella_faveolata,3109.7,7845.3,49.2,162.3,ASI 7
T13_2023,Porites_spp.,1584.9,7930.9,36.3,43.63,ASI 7
T13_2023,Porites_spp.,1202.2,8098.9,28.5,28.94,ASI 7
T13_2023,Porites_spp.,1256.4,8094,16.1,6.74,ASI 7
T13_2023,Porites_spp.,1172.8,7649.4,23.7,14.22,ASI 7
T13_2023,Porites_astreoides,1238.6,8848.9,56.9,128.4,ASI 7
T13_2023,Porites_spp.,2737,8815.1,7.5,3.45,ASI 7
T13_2023,Porites_spp.,4650.2,8840,24.1,34.91,ASI 7
T13_2023,Orbicella_faveolata,5184.6,9085,90.8,280.62,ASI 7
T13_2023,Siderastrea_spp.,6132.9,8394.4,5.7,2.07,ASI 7
T13_2023,Porites_astreoides,6160.7,8396.2,4.5,1.39,ASI 7
T13_2023,Siderastrea_spp.,6314.6,8781.1,6.2,2.75,ASI 7
T13_2023,Porites_spp.,6562.4,8863.7,17.3,14.96,ASI 7
T13_2023,Porites_astreoides,6737.8,8628.8,7.4,3.77,ASI 7
T13_2023,Porites_spp.,7050.4,8455.2,52,128.6,ASI 7
T13_2023,Porites_astreoides,7161.4,9157.2,19.5,17.37,ASI 7
T13_2023,Orbicella_faveolata,7659.4,9455.4,50.4,110.72,ASI 7
T13_2023,Porites_astreoides,9391.9,8622.4,37.5,75.58,ASI 7
T13_2023,Porites_spp.,9064.4,8807.5,8.7,3.81,ASI 7
T13_2023,Porites_astreoides,10473.3,8583.6,7.6,3.95,ASI 7
T13_2023,Porites_astreoides,11456.1,9094.5,21.6,26.74,ASI 7
T13_2023,Porites_spp.,11059.8,8894.7,11.4,9.11,ASI 7
T13_2023,Porites_astreoides,11251.4,9420.2,6.7,2.83,ASI 7
T13_2023,Porites_astreoides,11311.4,10032.8,31.5,39.38,ASI 7
T13_2023,Porites_astreoides,11091.4,9861,38.9,72.98,ASI 7
T13_2023,Porites_spp.,11478.5,9719.8,64.6,93.66,ASI 7
T13_2023,Porites_astreoides,10774.1,9799.2,36.4,71.3,ASI 7
T13_2023,Porites_astreoides,10439.1,10034.2,20.8,28.95,ASI 7
T13_2023,Porites_astreoides,10427.4,9846.7,12.8,7.6,ASI 7
T13_2023,Porites_astreoides,10041.6,9360.5,24.3,26.76,ASI 7
T13_2023,Porites_astreoides,9888.8,9921,34.1,66.28,ASI 7
T13_2023,Porites_astreoides,9850,9681.3,13,9.82,ASI 7
T13_2023,Porites_spp.,7273.2,10069.4,38.4,45.49,ASI 7
T13_2023,Porites_astreoides,7136.2,9895.8,15.2,16.04,ASI 7
T13_2023,Porites_spp.,6175.3,9318.5,11.1,8.68,ASI 7
T13_2023,Porites_astreoides,6977.2,9952.1,20.5,20.64,ASI 7
T13_2023,Porites_spp.,4669.3,9387.8,9.3,5.54,ASI 7
T13_2023,Porites_spp.,4350.4,9320.1,9.1,5.26,ASI 7
T13_2023,Porites_spp.,1754.2,9743.7,20.6,19.74,ASI 7
T13_2023,Porites_astreoides,3862.3,10881.9,9.6,6.01,ASI 7
T13_2023,Porites_astreoides,4394.6,10283,20.7,17.99,ASI 7
T13_2023,Porites_spp.,4695.8,10428.5,26.6,26.11,ASI 7
T13_2023,Porites_spp.,4785.2,10558.6,18.4,15.39,ASI 7
T13_2023,Orbicella_faveolata,4558.9,10794.1,145.1,611.92,ASI 7
T13_2023,Porites_astreoides,5241.2,10880.9,20.8,21.18,ASI 7
T13_2023,Porites_astreoides,5936.9,10357.3,53,161.72,ASI 7
T13_2023,Porites_spp.,6385.7,10764.6,75.9,110.77,ASI 7
T13_2023,Orbicella_faveolata,6525.1,10782.9,59.7,142.05,ASI 7
T13_2023,Porites_astreoides,7628.9,10413.2,23.7,31.6,ASI 7
T13_2023,Porites_astreoides,8376.7,10283.7,42.8,92.35,ASI 7
T13_2023,Orbicella_faveolata,11378.9,10188,166.5,823.28,ASI 7
T13_2023,Porites_spp.,3620.7,11264.7,34.4,32.46,ASI 7
T13_2023,Porites_spp.,149.9,11475.1,25.8,25.3,ASI 7
T14_2023,Porites_spp.,2779.1,11458.8,625.7,13079.57,ASI 7
T14_2023,Porites_spp.,1869.5,10204.1,520.1,5773.91,ASI 7
T14_2023,Porites_spp.,2854.8,9488.5,306.4,2190.95,ASI 7
T14_2023,Porites_spp.,3011.5,8936.7,298,601.35,ASI 7
T14_2023,Porites_spp.,2960.1,9007.9,15.1,9.82,ASI 7
T14_2023,Porites_astreoides,4133.4,12415,131,337.54,ASI 7
T14_2023,Siderastrea_spp.,5526.4,12297.6,87,57.77,ASI 7
T14_2023,Siderastrea_spp.,4124.1,10547,12.9,11.14,ASI 7
T14_2023,Agaricia_spp.,4056.9,11604.8,13,6.23,ASI 7
T14_2023,Porites_astreoides,6431.6,12121.9,45,73.06,ASI 7
T14_2023,Acropora_cervicornis,7211.4,11246.2,686.4,1828.87,ASI 7
T14_2023,Acropora_cervicornis,7688.9,10771,73.6,92.81,ASI 7
T14_2023,Porites_astreoides,7279.6,11667.2,35.8,53.05,ASI 7
T14_2023,Siderastrea_spp.,7780.4,12605.9,48,106.17,ASI 7
T14_2023,Acropora_cervicornis,8650.9,12111.6,124.6,277.52,ASI 7
T14_2023,Acropora_cervicornis,8932.6,10646.7,203.6,247.03,ASI 7
T14_2023,Porites_spp.,9488.3,11941.4,23.5,25.66,ASI 7
T14_2023,Acropora_cervicornis,9465.7,10355.3,94.8,123.21,ASI 7
T14_2023,Acropora_cervicornis,9510.9,10562.9,110.8,155.13,ASI 7
T14_2023,Acropora_cervicornis,9311.2,10538.2,30.3,19.31,ASI 7
T14_2023,Porites_astreoides,9791,10404.8,12,9.1,ASI 7
T14_2023,Acropora_cervicornis,9351.5,9021.4,78.8,112.43,ASI 7
T14_2023,Acropora_cervicornis,9241.8,9008.9,88.5,108.43,ASI 7
T14_2023,Acropora_cervicornis,9566.9,9116.4,24.8,22.59,ASI 7
T14_2023,Acropora_cervicornis,9599.8,9329.9,49.7,52.26,ASI 7
T14_2023,Porites_astreoides,10410.8,8626.5,36.2,39.8,ASI 7
T14_2023,Porites_astreoides,10715.6,8975.7,18.4,17.58,ASI 7
T14_2023,Acropora_cervicornis,9450.6,8577.9,43.3,42.13,ASI 7
T14_2023,Acropora_cervicornis,9336.5,8528.9,12,7.02,ASI 7
T14_2023,Acropora_cervicornis,10229.7,7881.7,48.5,56.18,ASI 7
T14_2023,Acropora_cervicornis,9743.1,7669.4,58.2,110.42,ASI 7
T14_2023,Acropora_cervicornis,8210.7,9484.5,88.6,75.2,ASI 7
T14_2023,Acropora_cervicornis,7392.7,9067.4,299.6,419.23,ASI 7
T14_2023,Acropora_cervicornis,6805.3,8480.8,74.7,69.4,ASI 7
T14_2023,Acropora_cervicornis,6943.5,8538.3,49.7,33.61,ASI 7
T14_2023,Porites_astreoides,3662.8,8057.8,126.3,357.4,ASI 7
T14_2023,Porites_spp.,3330,8761.3,89.5,129.47,ASI 7
T14_2023,Porites_spp.,2193.5,9234.4,16.5,12.33,ASI 7
T14_2023,Porites_spp.,2264.1,9226.7,12,8.51,ASI 7
T14_2023,Porites_spp.,2210.3,9302.3,19.4,17.12,ASI 7
T14_2023,Porites_astreoides,2084.3,8440.7,87,179.41,ASI 7
T14_2023,Siderastrea_spp.,2493,7546.1,49.7,50.33,ASI 7
T14_2023,Porites_astreoides,6159.9,6077.2,25.5,27.88,ASI 7
T14_2023,Porites_astreoides,5811.5,5643.7,29.4,35.5,ASI 7
T14_2023,Diploria_labyrinthiformis,6969.6,5879.4,40,71.1,ASI 7
T14_2023,Acropora_cervicornis,6994.5,7044.1,54.6,50.62,ASI 7
T14_2023,Acropora_cervicornis,7446.4,7249.5,116.7,73.62,ASI 7
T14_2023,Porites_spp.,7331.6,7156,156.3,169.97,ASI 7
T14_2023,Acropora_cervicornis,7840.6,6485,36.7,34.06,ASI 7
T14_2023,Acropora_cervicornis,7764.6,6519,8.3,4.75,ASI 7
T14_2023,Porites_astreoides,6033.1,5199.6,19.5,20.06,ASI 7
T14_2023,Acropora_cervicornis,8043.6,7741.5,35.2,31.31,ASI 7
T14_2023,Acropora_cervicornis,8133.6,7840.3,54.7,53.46,ASI 7
T14_2023,Acropora_cervicornis,8435.1,7770.3,46.2,56.92,ASI 7
T14_2023,Porites_astreoides,10301.5,6608.2,33.6,37.45,ASI 7
T14_2023,Porites_spp.,6722.1,4531.7,62.6,122,ASI 7
T14_2023,Siderastrea_spp.,5980.2,3724.7,33.6,38.52,ASI 7
T14_2023,Orbicella_annularis,7193.3,3158.1,142.4,196.11,ASI 7
T14_2023,Orbicella_annularis,7654,2969,28.9,31.59,ASI 7
T14_2023,Siderastrea_spp.,5093.9,4034.3,31.7,39.57,ASI 7
T14_2023,Siderastrea_spp.,3314.7,4052,9.1,3.13,ASI 7
T14_2023,Siderastrea_spp.,3238.1,4101,13,10.37,ASI 7
T14_2023,Siderastrea_spp.,3294.3,4089.7,3.3,0.77,ASI 7
T14_2023,Siderastrea_spp.,3312.2,4105.3,8.9,3.89,ASI 7
T14_2023,Siderastrea_spp.,3223.7,4145.4,5.1,1.71,ASI 7
T14_2023,Acropora_cervicornis,10949.7,3660,44.9,36.58,ASI 7
T14_2023,Acropora_cervicornis,10861.1,3739.9,15.4,12.51,ASI 7
T14_2023,Porites_astreoides,6509.8,1856.7,53.6,125.41,ASI 7
T14_2023,Siderastrea_spp.,5584,2054.5,35.9,33.9,ASI 7
T14_2023,Acropora_cervicornis,6431.7,612.9,125.8,172.61,ASI 7
T14_2023,Acropora_cervicornis,6694.2,661.1,32.6,45.33,ASI 7
T14_2023,Acropora_cervicornis,6580.5,748.2,63.9,73.46,ASI 7
T14_2023,Porites_astreoides,6418,374,41.9,116.54,ASI 7
T14_2023,Siderastrea_spp.,4802.7,1467.2,21.9,13.82,ASI 7
T2_2023,Agaricia_spp.,6607.8,11816.5,51.1,46.55,ASI 2
T2_2023,Porites_spp.,6899.7,12042.6,37.8,31.93,ASI 2
T2_2023,Porites_spp.,7094.1,11736.8,18.6,11.03,ASI 2
T2_2023,Porites_spp.,7182.7,11756.5,12.3,9.08,ASI 2
T2_2023,Porites_spp.,7148.2,12062.7,28.6,16.06,ASI 2
T2_2023,Porites_spp.,7194.9,12078.2,13,5.24,ASI 2
T2_2023,Porites_spp.,8519.9,11644.2,216,251.71,ASI 2
T2_2023,Porites_spp.,8317.8,11373.3,22.4,9.05,ASI 2
T2_2023,Porites_spp.,8267.7,11497.4,195.8,164.43,ASI 2
T2_2023,Porites_spp.,8224.6,11398.5,4.1,0.97,ASI 2
T2_2023,Porites_spp.,8202.9,11454,3.2,0.7,ASI 2
T2_2023,Porites_spp.,8220,11483.7,15.3,8.1,ASI 2
T2_2023,Porites_spp.,8190.6,11497.8,4.3,0.89,ASI 2
T2_2023,Porites_spp.,8840.3,11343,21.3,12.84,ASI 2
T2_2023,Porites_spp.,8732.1,11372.6,17.7,13.1,ASI 2
T2_2023,Porites_spp.,8827,11389.6,10.3,5.11,ASI 2
T2_2023,Porites_spp.,8895.1,11433.4,9,3.83,ASI 2
T2_2023,Porites_spp.,8861.8,11434.4,3.4,0.85,ASI 2
T2_2023,Porites_spp.,8738,11474,38,36.08,ASI 2
T2_2023,Porites_spp.,8848.8,11491.9,44.7,44.85,ASI 2
T2_2023,Porites_spp.,8719.1,11546.2,30.7,19.44,ASI 2
T2_2023,Porites_spp.,8844.7,11548.6,6.8,2.81,ASI 2
T2_2023,Porites_spp.,8540.8,11173.2,43.8,27.05,ASI 2
T2_2023,Porites_spp.,8499.4,11173.5,20.1,10.67,ASI 2
T2_2023,Porites_spp.,8742.7,11223.9,23.9,14.79,ASI 2
T2_2023,Porites_spp.,9049.4,11832.1,180.9,164.08,ASI 2
T2_2023,Porites_spp.,9445.1,11638.8,111.5,118.85,ASI 2
T2_2023,Porites_spp.,9323.9,11658.3,10.9,6.58,ASI 2
T2_2023,Porites_spp.,9336.8,11714.9,22,11.77,ASI 2
T2_2023,Porites_spp.,9186.8,11498.5,130.7,145.01,ASI 2
T2_2023,Porites_spp.,9397.5,11353,21.9,13.23,ASI 2
T2_2023,Porites_spp.,9491.6,11379.7,27.1,19.78,ASI 2
T2_2023,Porites_spp.,9945.9,11428.8,82.3,112.03,ASI 2
T2_2023,Porites_spp.,9820.6,11844.4,36,30.52,ASI 2
T2_2023,Porites_spp.,9754,11856.6,17.7,10.24,ASI 2
T2_2023,Porites_spp.,9675.7,11865.6,6.2,2.61,ASI 2
T2_2023,Porites_spp.,9760.5,11898.9,20.7,21.07,ASI 2
T2_2023,Porites_spp.,9687.7,11889.1,7.4,3.19,ASI 2
T2_2023,Porites_spp.,9689.7,11946.3,12.5,6.89,ASI 2
T2_2023,Porites_spp.,9790.3,12002.9,58.4,44.44,ASI 2
T2_2023,Porites_spp.,9962.9,12056.9,20.5,15.61,ASI 2
T2_2023,Porites_spp.,9688,11534.2,18.2,16.62,ASI 2
T2_2023,Porites_spp.,9693.3,11597.4,7.6,4.08,ASI 2
T2_2023,Porites_spp.,9712.5,11668.4,16.9,14.03,ASI 2
T2_2023,Porites_spp.,10202.1,11796.6,38.9,41.29,ASI 2
T2_2023,Porites_spp.,10243.6,11899.9,28.2,27.94,ASI 2
T2_2023,Porites_spp.,10141.3,11420.1,41.8,43.4,ASI 2
T2_2023,Porites_spp.,10809.5,11962,13.8,8.63,ASI 2
T2_2023,Porites_spp.,10842.6,12029.4,40.2,57.61,ASI 2
T2_2023,Porites_spp.,11062.5,11786.2,169.2,186.46,ASI 2
T2_2023,Porites_spp.,11084,11867.3,7.5,3.59,ASI 2
T2_2023,Porites_spp.,11114.4,11883.1,10.5,6.23,ASI 2
T2_2023,Porites_spp.,10763.5,11646.1,32,36.12,ASI 2
T2_2023,Porites_spp.,11903.9,10097,16.5,7.76,ASI 2
T2_2023,Porites_spp.,11862.5,10103.9,9.4,4.07,ASI 2
T2_2023,Porites_astreoides,10427.1,10981,29.2,43.6,ASI 2
T2_2023,Agaricia_spp.,10165.8,10749.5,33.9,22.07,ASI 2
T2_2023,Orbicella_faveolata,10597.8,10357.9,23.3,28.56,ASI 2
T2_2023,Porites_spp.,9959.4,10370.8,86.3,68.72,ASI 2
T2_2023,Porites_spp.,9941.9,10497.3,41.6,47.21,ASI 2
T2_2023,Porites_spp.,9828.8,10406.3,15,6.92,ASI 2
T2_2023,Porites_spp.,9613.1,10359.4,77.8,84.41,ASI 2
T2_2023,Porites_spp.,9466.4,10420.9,5.6,2.13,ASI 2
T2_2023,Porites_spp.,9845.3,10802.8,21.3,17.59,ASI 2
T2_2023,Porites_spp.,9811,10859.4,31.8,39.83,ASI 2
T2_2023,Porites_spp.,9776,10880,6.5,2.24,ASI 2
T2_2023,Porites_astreoides,9880.3,10744.8,10,6.35,ASI 2
T2_2023,Porites_astreoides,9323,11081.4,11.1,7.57,ASI 2
T2_2023,Porites_spp.,9132.4,10865.1,22.6,16.55,ASI 2
T2_2023,Porites_spp.,9010.3,10927.1,55.4,49.33,ASI 2
T2_2023,Agaricia_spp.,9866,9980.1,58.6,101.41,ASI 2
T2_2023,Agaricia_spp.,9851.1,10052.1,14.5,9.05,ASI 2
T2_2023,Agaricia_spp.,10084,10296.2,45.5,63.37,ASI 2
T2_2023,Agaricia_spp.,9944.9,10290.3,20.7,10.2,ASI 2
T2_2023,Agaricia_spp.,9977.2,10303.6,18.6,9.44,ASI 2
T2_2023,Porites_spp.,10082.5,10055,22.3,11.81,ASI 2
T2_2023,Porites_spp.,10088.4,10082.9,6,2.39,ASI 2
T2_2023,Porites_spp.,10109.3,10129,24.9,12.11,ASI 2
T2_2023,Porites_spp.,9066.8,10566.4,52.4,47.26,ASI 2
T2_2023,Porites_spp.,9436.6,10187.3,29.9,20.32,ASI 2
T2_2023,Porites_spp.,9423.4,10281,18.8,16.88,ASI 2
T2_2023,Porites_spp.,9062,10385.5,14.7,11.25,ASI 2
T2_2023,Porites_astreoides,8819.4,10063.3,22,26.46,ASI 2
T2_2023,Porites_spp.,5520.5,10793.7,80.6,94.05,ASI 2
T2_2023,Orbicella_faveolata,5034.9,10701.9,119.5,420.68,ASI 2
T2_2023,Porites_spp.,3239.4,10166.4,80,74.27,ASI 2
T2_2023,Porites_spp.,3693.2,9860,19.7,16.76,ASI 2
T2_2023,Porites_spp.,3656.5,9857.2,7.1,3.24,ASI 2
T2_2023,Porites_spp.,1035.4,10899.3,19.9,10.74,ASI 2
T2_2023,Porites_spp.,847.1,10692.2,41.8,27.71,ASI 2
T2_2023,Porites_spp.,831.8,10736.6,8.2,4.24,ASI 2
T2_2023,Porites_spp.,585.5,10782.3,26.9,17.98,ASI 2
T2_2023,Porites_spp.,666.2,9970.3,26.9,16.42,ASI 2
T2_2023,Porites_spp.,689.8,10004,5.8,1.96,ASI 2
T2_2023,Porites_spp.,843.5,9698.9,65.4,74.22,ASI 2
T2_2023,Porites_spp.,756.9,9699.7,10,4.37,ASI 2
T2_2023,Porites_spp.,720.8,9587.4,21.9,13.96,ASI 2
T2_2023,Porites_spp.,928.3,9221.5,36.5,32.04,ASI 2
T2_2023,Porites_spp.,1202.7,9338.3,45.3,64.65,ASI 2
T2_2023,Porites_spp.,1872.1,9432.6,12,7.76,ASI 2
T2_2023,Porites_spp.,1892.3,9473.5,33.7,29.8,ASI 2
T2_2023,Porites_astreoides,2110,9766.9,23.2,27.17,ASI 2
T2_2023,Siderastrea_spp.,2527.8,9605.7,13.3,11.6,ASI 2
T2_2023,Diploria_labyrinthiformis,6663,9151.4,15,14.66,ASI 2
T2_2023,Orbicella_faveolata,6323.3,9281.1,22.8,28.82,ASI 2
T2_2023,Agaricia_spp.,7576.6,9007.3,18.4,12.25,ASI 2
T2_2023,Agaricia_spp.,7542.5,9053.5,35.7,35.58,ASI 2
