Site,species,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,asi
R46_2023,Orbicella_annularis,4914.6,4429,29.2,25.18,ASI 9
R46_2023,Orbicella_annularis,5366.3,4378.1,20.6,21.6,ASI 9
R46_2023,Orbicella_annularis,5552.8,4412.2,39.4,18.2,ASI 9
R46_2023,Porites_astreoides,4315,4072,34.5,68.73,ASI 9
R46_2023,Orbicella_annularis,4344,3947.3,20.2,22.56,ASI 9
R46_2023,Orbicella_annularis,4720.8,4191.1,12.4,9.6,ASI 9
R46_2023,Orbicella_annularis,3586.7,4612,29.8,47.2,ASI 9
R46_2023,Orbicella_annularis,4496.8,4208.4,37.3,41.75,ASI 9
R46_2023,Orbicella_faveolata,1415.5,3846.5,65.7,126.85,ASI 9
R46_2023,Porites_astreoides,1628.9,4918.6,128.6,362.37,ASI 9
R46_2023,Porites_astreoides,537.3,4278.2,18.4,19.22,ASI 9
R46_2023,Orbicella_franksi,903.4,4988.3,92.4,413.36,ASI 9
R46_2023,Porites_astreoides,2228.8,6084.4,37.8,84.76,ASI 9
R46_2023,Orbicella_annularis,2226.2,5916.7,10,4.51,ASI 9
R46_2023,Agaricia_spp.,2124.4,5988.4,6.3,2.61,ASI 9
R46_2023,Orbicella_annularis,1815.4,5642.9,35.5,49.97,ASI 9
R46_2023,Porites_astreoides,2094.3,5469.3,21.8,15.61,ASI 9
R46_2023,Porites_astreoides,2059,5290.3,20.6,19.06,ASI 9
R46_2023,Orbicella_franksi,1965.6,5446.1,107.7,197.84,ASI 9
R46_2023,Porites_astreoides,2381.7,5204.7,26.2,46.65,ASI 9
R46_2023,Orbicella_annularis,2416.3,5251.7,6.5,2.92,ASI 9
R46_2023,Orbicella_faveolata,1858.4,5088.9,76.6,160.36,ASI 9
R46_2023,Porites_astreoides,1561.3,5182.2,13.2,11.95,ASI 9
R46_2023,Porites_astreoides,2822,5879.3,28.7,49.61,ASI 9
R46_2023,Porites_astreoides,2665.5,5758.6,30.5,34.47,ASI 9
R46_2023,Porites_astreoides,3044.4,5682.9,19.7,21.94,ASI 9
R46_2023,Porites_astreoides,3308,5635,40,74.58,ASI 9
R46_2023,Porites_astreoides,2549.5,5281.5,51.6,96.44,ASI 9
R46_2023,Pseudodiploria_spp.,2908.8,5190.4,55.5,156.76,ASI 9
R46_2023,Porites_astreoides,3294.4,5301.1,9.4,5.8,ASI 9
R46_2023,Porites_astreoides,3213.2,5232.5,14.3,12.41,ASI 9
R46_2023,Porites_astreoides,3431.2,5537,16.8,12.41,ASI 9
R46_2023,Orbicella_faveolata,3359.4,5677.1,32,41.52,ASI 9
R46_2023,Porites_astreoides,3047.5,6024.7,23,23.98,ASI 9
R46_2023,Orbicella_franksi,4009,5823.6,85.5,148.22,ASI 9
R46_2023,Porites_astreoides,4313,5803.4,10.9,7.16,ASI 9
R46_2023,Orbicella_annularis,4585.1,5827.5,10.4,3.22,ASI 9
R46_2023,Orbicella_annularis,4662.4,5729.8,26.1,46.29,ASI 9
R46_2023,Orbicella_annularis,4765.6,5181.3,76.9,128.99,ASI 9
R46_2023,Porites_spp.,4115.1,4838.5,45.6,118.25,ASI 9
R46_2023,Orbicella_faveolata,4154.3,4476.8,45.8,121.11,ASI 9
R46_2023,Orbicella_faveolata,5285.1,3554.9,34.6,46.76,ASI 9
R46_2023,Orbicella_franksi,2302,4186.8,60.5,111.95,ASI 9
R46_2023,Orbicella_franksi,3826.8,6157.3,65.6,285.59,ASI 9
R46_2023,Porites_astreoides,4128.5,6163.5,71.3,99.23,ASI 9
R46_2023,Orbicella_annularis,4854.6,5170.9,17,17.24,ASI 9
R46_2023,Orbicella_annularis,4888.1,5274.1,35.3,32.41,ASI 9
R46_2023,Porites_astreoides,4961.8,5724.3,37.5,87.04,ASI 9
R46_2023,Orbicella_annularis,5712,4922.1,14.3,12.09,ASI 9
R46_2023,Orbicella_annularis,5732,4979.6,27.8,36.07,ASI 9
R46_2023,Orbicella_annularis,5805.5,5041.5,58.5,124.75,ASI 9
R46_2023,Orbicella_annularis,5924.3,5076.2,9.1,5.47,ASI 9
R46_2023,Orbicella_annularis,5375.8,5694.4,35,48.23,ASI 9
R46_2023,Porites_astreoides,7213.7,4934,52.9,86.94,ASI 9
R46_2023,Orbicella_annularis,6819.1,5523.2,29.9,46.47,ASI 9
R46_2023,Orbicella_annularis,7131.2,5781.7,56.3,94.03,ASI 9
R46_2023,Orbicella_annularis,7101.9,5664,7.3,3.46,ASI 9
R46_2023,Orbicella_annularis,7107.3,5698.5,3.6,0.93,ASI 9
R46_2023,Orbicella_annularis,7119.5,5743.1,15.3,8.49,ASI 9
R46_2023,Orbicella_annularis,7014.2,5725.1,13.2,11.91,ASI 9
R46_2023,Orbicella_annularis,7055.5,5711.7,7.1,3.38,ASI 9
R46_2023,Orbicella_annularis,7072.1,5741.4,10.7,6.22,ASI 9
R46_2023,Orbicella_annularis,7086.6,5771.7,11.6,7.98,ASI 9
R46_2023,Orbicella_annularis,7284.6,5862.6,37.1,41.79,ASI 9
R46_2023,Orbicella_annularis,7228.4,5863.7,10.8,5.18,ASI 9
R46_2023,Orbicella_annularis,7270.2,5769.1,21.8,31.78,ASI 9
R46_2023,Orbicella_annularis,7647,5072.3,48,66.12,ASI 9
R46_2023,Orbicella_annularis,7804.6,4970.1,24.4,24.44,ASI 9
R46_2023,Orbicella_annularis,8036.2,5067.3,26.9,30.62,ASI 9
R46_2023,Orbicella_annularis,8243.4,5145.6,14.2,12.76,ASI 9
R46_2023,Orbicella_annularis,7765.4,5446.4,76.2,110.82,ASI 9
R46_2023,Porites_astreoides,7696.4,5593.2,12.8,10.45,ASI 9
R46_2023,Orbicella_annularis,7952.6,5884.6,9.9,5.91,ASI 9
R46_2023,Orbicella_annularis,7934.7,5941.3,16.6,13.74,ASI 9
R46_2023,Porites_astreoides,7752.9,5979.6,19.9,24.26,ASI 9
R46_2023,Orbicella_annularis,7639.8,5893.8,4.2,1.27,ASI 9
R46_2023,Orbicella_faveolata,8869.2,5654.1,57,170.8,ASI 9
R46_2023,Orbicella_faveolata,9061.6,5746.4,39.8,99.81,ASI 9
R46_2023,Orbicella_faveolata,8725.9,6252.3,316.9,1343.04,ASI 9
R46_2023,Orbicella_annularis,8686.2,6482.3,39,90.93,ASI 9
R46_2023,Orbicella_annularis,9426,5977.9,89.9,334.81,ASI 9
R46_2023,Orbicella_annularis,9604.6,5891.8,46.8,83.6,ASI 9
R46_2023,Orbicella_annularis,9569.3,5945.2,16.8,16.59,ASI 9
R46_2023,Orbicella_annularis,9679.2,6017.6,42,110.52,ASI 9
R46_2023,Porites_astreoides,9091.5,5175,39.7,87.17,ASI 9
R46_2023,Orbicella_annularis,9396.2,5314,31.6,63.88,ASI 9
R46_2023,Porites_astreoides,9937,5881.6,11.3,8.44,ASI 9
R46_2023,Siderastrea_spp.,10099.1,5637,51.8,147.45,ASI 9
R46_2023,Orbicella_annularis,9747.4,5536.9,10.9,6.16,ASI 9
R46_2023,Orbicella_annularis,9914,5576.4,14.5,10.96,ASI 9
R46_2023,Orbicella_annularis,9902.6,5465,28.4,53.94,ASI 9
R46_2023,Orbicella_annularis,10536.8,5049.2,19.7,19.11,ASI 9
R46_2023,Orbicella_annularis,10205.4,5581.5,51.9,49.24,ASI 9
R46_2023,Orbicella_annularis,10222.5,5638.2,12.8,10.65,ASI 9
R46_2023,Orbicella_annularis,10269.7,5634.5,15.6,8.25,ASI 9
R46_2023,Orbicella_annularis,10804.4,5802.2,24.5,25.38,ASI 9
R46_2023,Orbicella_annularis,10819.3,5692.3,23.2,33.55,ASI 9
R46_2023,Orbicella_annularis,10934.3,5539.2,29.7,37.37,ASI 9
R46_2023,Orbicella_annularis,10792.5,5564,25.8,19.89,ASI 9
R46_2023,Orbicella_annularis,10964.4,6203.6,30.8,35.23,ASI 9
R46_2023,Porites_astreoides,10732.4,6291.5,47.4,149.53,ASI 9
R46_2023,Porites_astreoides,10978.1,6316.5,17,15,ASI 9
R46_2023,Porites_astreoides,11010,6634.5,39.6,90.36,ASI 9
R46_2023,Stephanocoenia_intersepta,11233.5,6636.2,9.7,6.48,ASI 9
R46_2023,Porites_astreoides,11359.4,6710.2,18.1,20.9,ASI 9
R46_2023,Orbicella_annularis,11502,6355.8,26,28.12,ASI 9
R46_2023,Porites_astreoides,11751.1,7018.9,27.2,46.65,ASI 9
R46_2023,Orbicella_annularis,11618.4,6552.3,28.4,45.75,ASI 9
R46_2023,Orbicella_annularis,10076.7,7083.5,32.6,67.02,ASI 9
R46_2023,Orbicella_annularis,10057.8,6799.4,64.2,120.71,ASI 9
R46_2023,Orbicella_franksi,10235,6223.8,172,593.45,ASI 9
R46_2023,Orbicella_annularis,10167.8,6111.1,13.3,11.29,ASI 9
R46_2023,Orbicella_annularis,9583.5,6266.2,22.3,34.06,ASI 9
R46_2023,Orbicella_annularis,9615.1,6361.2,63.2,125.23,ASI 9
R46_2023,Orbicella_annularis,9432.3,6390.5,20.7,27.73,ASI 9
R46_2023,Orbicella_annularis,9328.6,6203.7,19.4,19.75,ASI 9
R46_2023,Orbicella_annularis,9368.9,6291.7,60.4,109.27,ASI 9
R46_2023,Porites_astreoides,9945,6630.9,10.2,6.49,ASI 9
R46_2023,Porites_astreoides,9451.9,6720.5,29.9,59.46,ASI 9
R46_2023,Agaricia_spp.,9178.9,6743.8,17.6,21.66,ASI 9
R46_2023,Agaricia_spp.,9146.1,6662,22.9,18.5,ASI 9
R46_2023,Orbicella_annularis,8766.2,7020.6,29.5,40.99,ASI 9
R46_2023,Pseudodiploria_spp.,8735,7077.6,5.3,1.87,ASI 9
R46_2023,Orbicella_annularis,7628.8,6215.3,13.9,10.06,ASI 9
R46_2023,Porites_astreoides,7790.3,6506.9,23.9,40.36,ASI 9
R46_2023,Porites_astreoides,7750.9,6848.4,21.1,31.12,ASI 9
R46_2023,Porites_astreoides,7486.8,6936.8,43,97.62,ASI 9
R46_2023,Porites_astreoides,7692.4,7105.5,41.1,103.78,ASI 9
R46_2023,Porites_astreoides,7387.2,7115.8,26.8,47.49,ASI 9
R46_2023,Porites_astreoides,7569.7,6872.2,38.9,46.1,ASI 9
R46_2023,Orbicella_annularis,7257.1,7071.5,24.7,22.13,ASI 9
R46_2023,Orbicella_franksi,7202.8,6907.5,85.7,185.24,ASI 9
R46_2023,Orbicella_annularis,7302.7,7258,29.3,54.54,ASI 9
R46_2023,Orbicella_annularis,7247.8,7308.2,29.8,59.13,ASI 9
R46_2023,Orbicella_annularis,6962.7,6599.5,38.8,64.57,ASI 9
R46_2023,Orbicella_annularis,7024.5,6641.1,22.2,27.37,ASI 9
R46_2023,Orbicella_annularis,6956.4,6661,9.2,5.61,ASI 9
R46_2023,Porites_astreoides,6806.7,7027.2,27.8,34.71,ASI 9
R46_2023,Orbicella_annularis,6701.4,7161.9,12.9,6.7,ASI 9
R46_2023,Orbicella_annularis,6719.5,7120.5,4,1.02,ASI 9
R46_2023,Orbicella_annularis,6671.1,6884.6,27.2,42.04,ASI 9
R46_2023,Orbicella_annularis,6753.8,6818.6,49.7,65.11,ASI 9
R46_2023,Orbicella_annularis,6759.5,6860.3,6.9,3.14,ASI 9
R46_2023,Porites_astreoides,6470.8,6142.5,44.3,72.65,ASI 9
R46_2023,Orbicella_franksi,6499.2,6238.2,35.3,65.95,ASI 9
R46_2023,Orbicella_franksi,6038.4,6576.7,44.7,101.01,ASI 9
R46_2023,Orbicella_franksi,5465.7,6748.6,64.1,130.56,ASI 9
R46_2023,Porites_astreoides,5893.3,6180,25.1,37.7,ASI 9
R46_2023,Orbicella_annularis,4752,6203.2,19.3,24.38,ASI 9
R46_2023,Orbicella_franksi,4193.1,6376.6,22.5,32.48,ASI 9
R46_2023,Porites_astreoides,3661.7,6362.2,10.3,6.77,ASI 9
R46_2023,Orbicella_annularis,4350.3,6896.9,59,98.21,ASI 9
R46_2023,Orbicella_annularis,4422.7,7041.7,93.3,286.06,ASI 9
R46_2023,Porites_astreoides,3981.2,7053.6,23.3,34.56,ASI 9
R46_2023,Porites_astreoides,3980.4,6996.7,15.4,15.8,ASI 9
R46_2023,Porites_astreoides,3486.9,6327.7,45.8,91.9,ASI 9
R46_2023,Orbicella_franksi,2929,6331.7,38.9,72.54,ASI 9
R46_2023,Porites_astreoides,2895.6,6260.5,19.4,21.57,ASI 9
R46_2023,Porites_astreoides,1737.5,6156.4,29.9,38.32,ASI 9
R46_2023,Porites_astreoides,663.7,5988.6,20.9,28.34,ASI 9
R46_2023,Orbicella_annularis,2614.9,7492.6,69,284.28,ASI 9
R46_2023,Orbicella_annularis,2801.2,7425.5,24.2,39.91,ASI 9
R46_2023,Orbicella_annularis,2925.4,7345.6,34.7,35.29,ASI 9
R46_2023,Orbicella_annularis,2975.9,7565.7,14.5,12.22,ASI 9
R46_2023,Orbicella_annularis,2939.1,7624.2,31.3,57.45,ASI 9
R46_2023,Orbicella_annularis,2928.9,7715,20.4,28.36,ASI 9
R46_2023,Orbicella_annularis,2800.9,7766.9,51.9,178.29,ASI 9
R46_2023,Porites_astreoides,3526.2,7423,53.9,157.09,ASI 9
R46_2023,Siderastrea_spp.,3000.5,8411.1,97.5,260.05,ASI 9
R46_2023,Porites_astreoides,2855.8,8441.6,13.7,13.13,ASI 9
R46_2023,Porites_astreoides,2866.2,8485.1,12.7,11.18,ASI 9
R46_2023,Porites_astreoides,3731.2,7864.9,37.5,96.91,ASI 9
R46_2023,Siderastrea_spp.,4803,8452.1,135.8,746.01,ASI 9
R46_2023,Orbicella_annularis,5419.1,8061.3,124,337.22,ASI 9
R46_2023,Porites_astreoides,4933.8,7479.3,25.3,41.81,ASI 9
R46_2023,Porites_astreoides,5711.5,7453.3,32.2,42.12,ASI 9
R46_2023,Orbicella_annularis,5966.8,7622.6,46.1,93.89,ASI 9
R46_2023,Orbicella_annularis,5985.8,7713.9,38.2,84.68,ASI 9
R46_2023,Orbicella_annularis,6103.9,7549.1,46.7,86.13,ASI 9
R46_2023,Orbicella_annularis,6254,7483.5,22.9,23.57,ASI 9
R46_2023,Agaricia_spp.,6116.6,7888.5,61.1,79.74,ASI 9
R46_2023,Orbicella_annularis,6145.7,7936.6,27.4,36.05,ASI 9
R46_2023,Orbicella_annularis,5945.4,8072.4,32.5,56.07,ASI 9
R46_2023,Orbicella_annularis,6533.9,8221.7,29.3,43.02,ASI 9
R46_2023,Orbicella_annularis,6508.8,8152.2,11.3,8.68,ASI 9
R46_2023,Orbicella_annularis,6460.3,8157.8,9.6,5.65,ASI 9
R46_2023,Orbicella_annularis,6443.6,8185.5,9.1,5.15,ASI 9
R46_2023,Orbicella_annularis,6400.6,8149.7,8.2,4.54,ASI 9
R46_2023,Orbicella_annularis,6381.9,8191.6,12.3,10.2,ASI 9
R46_2023,Orbicella_annularis,6409.8,8235.3,6,2.3,ASI 9
R46_2023,Orbicella_annularis,6423.6,8262.7,14.4,7.9,ASI 9
R46_2023,Orbicella_annularis,6480.4,8315.5,45.5,61.38,ASI 9
R46_2023,Orbicella_annularis,6453.9,8367.8,17.3,18.66,ASI 9
R46_2023,Orbicella_annularis,6423.7,8385.3,8,3.92,ASI 9
R46_2023,Orbicella_annularis,6374.7,8357.5,35.9,29.02,ASI 9
R46_2023,Orbicella_annularis,6284.6,8444.1,32.9,23.65,ASI 9
R46_2023,Orbicella_annularis,6371,8262.7,22.2,27.32,ASI 9
R46_2023,Orbicella_annularis,6367.1,8317.3,6.3,2.53,ASI 9
R46_2023,Orbicella_annularis,6342.7,8320.1,8.3,4.73,ASI 9
R46_2023,Orbicella_annularis,6267,8371.5,50,43.23,ASI 9
R46_2023,Orbicella_annularis,6276.5,8218.1,32.9,68.28,ASI 9
R46_2023,Orbicella_annularis,6249.8,8292.1,38.3,80.17,ASI 9
R46_2023,Orbicella_annularis,6197,8072.1,40,68.44,ASI 9
R46_2023,Orbicella_annularis,6063.7,8152.7,60.4,103.24,ASI 9
R46_2023,Orbicella_annularis,6230.3,8162.4,18.4,13.59,ASI 9
R46_2023,Orbicella_annularis,6183.3,8212.1,30,53,ASI 9
R46_2023,Orbicella_annularis,6194.4,8333.3,12.6,9.59,ASI 9
R46_2023,Orbicella_annularis,6165.1,8436.5,81.8,92.08,ASI 9
R46_2023,Orbicella_annularis,6145.2,8365.2,18.5,21.9,ASI 9
R46_2023,Orbicella_annularis,6085.8,8297.7,52.2,45.12,ASI 9
R46_2023,Orbicella_annularis,6034.7,8339.6,30.8,26.26,ASI 9
R46_2023,Orbicella_annularis,6075.6,8224.4,10.8,7.87,ASI 9
R46_2023,Orbicella_annularis,6097.6,8264,22.2,21.58,ASI 9
R46_2023,Orbicella_annularis,6030.5,8248.5,12.4,9.63,ASI 9
R46_2023,Orbicella_annularis,5975.1,8246.8,15.8,14.45,ASI 9
R46_2023,Orbicella_annularis,5965,8190.9,17.4,15.88,ASI 9
R46_2023,Orbicella_annularis,5931.7,8212.7,14.4,12.02,ASI 9
R46_2023,Orbicella_annularis,5947.9,8282.8,10.4,5.32,ASI 9
R46_2023,Porites_astreoides,7261.8,7587.1,31,61.65,ASI 9
R46_2023,Porites_astreoides,7796.9,7278.9,19.9,20.24,ASI 9
R46_2023,Orbicella_faveolata,8410.9,7373.2,57.9,146.53,ASI 9
R46_2023,Orbicella_faveolata,8257.9,7490.1,58.8,101.76,ASI 9
R46_2023,Porites_astreoides,8099.6,7893.8,26,39.76,ASI 9
R46_2023,Porites_astreoides,8421.5,7665.1,18.2,18.4,ASI 9
R46_2023,Porites_astreoides,8371.8,7618,12.8,9.34,ASI 9
R46_2023,Porites_astreoides,8537.7,7543.9,18,21.28,ASI 9
R46_2023,Orbicella_faveolata,8979.4,8256.2,57,139.38,ASI 9
R46_2023,Orbicella_faveolata,9176.8,8175,70.9,297.44,ASI 9
R46_2023,Orbicella_faveolata,9376,8236.1,59.1,124.59,ASI 9
R46_2023,Agaricia_spp.,9028.1,8425.8,119.6,220.85,ASI 9
R46_2023,Orbicella_faveolata,9649.3,7351.6,72.8,190.47,ASI 9
R46_2023,Orbicella_annularis,10567.8,7485.3,30.1,54.68,ASI 9
R46_2023,Orbicella_annularis,10598.2,7636.2,27.4,47.83,ASI 9
R46_2023,Orbicella_annularis,10524.5,7576.8,13.2,8.39,ASI 9
R46_2023,Orbicella_annularis,10322.3,7623.5,5.8,2.43,ASI 9
R46_2023,Orbicella_annularis,10707.9,7503.1,11.1,7.81,ASI 9
R46_2023,Orbicella_annularis,10485.4,7881.1,35.2,48.7,ASI 9
R46_2023,Orbicella_annularis,10481,8061.4,77.9,114.5,ASI 9
R46_2023,Orbicella_annularis,10547.2,8191.3,54.3,128.13,ASI 9
R46_2023,Orbicella_annularis,10688.4,8316.2,21.8,21.98,ASI 9
R46_2023,Orbicella_annularis,10660.8,8399,23.2,35.63,ASI 9
R46_2023,Orbicella_annularis,10567.5,8328.6,74.5,186.46,ASI 9
R46_2023,Orbicella_annularis,10387.1,8396.1,93.5,300.62,ASI 9
R46_2023,Orbicella_annularis,10544.2,8457.6,35.8,81.61,ASI 9
R46_2023,Orbicella_annularis,10320.6,8284.6,45.4,84.73,ASI 9
R46_2023,Orbicella_annularis,11359.5,8241.5,54.5,142.34,ASI 9
R46_2023,Orbicella_annularis,11299.5,8364.9,71.3,111.85,ASI 9
R46_2023,Orbicella_annularis,11342.7,8356.5,7.3,3.26,ASI 9
R46_2023,Orbicella_annularis,11615.5,7578.8,57.2,115.73,ASI 9
R46_2023,Orbicella_annularis,11911.7,8138.6,11.4,8.17,ASI 9
R46_2023,Orbicella_annularis,11880.3,8105.6,11.2,8.05,ASI 9
R46_2023,Orbicella_annularis,11299.3,11416.5,34.4,50.86,ASI 9
R46_2023,Orbicella_annularis,11255.9,11476.6,13,10.4,ASI 9
R46_2023,Orbicella_annularis,11116.2,11327,58.9,109.39,ASI 9
R46_2023,Orbicella_annularis,10907.7,11385.7,43.9,69.92,ASI 9
R46_2023,Orbicella_annularis,10953.3,11408.7,7.4,3.83,ASI 9
R46_2023,Orbicella_annularis,10813.8,11434.3,29.7,31.65,ASI 9
R46_2023,Orbicella_annularis,10817.9,11366.4,16.8,18.15,ASI 9
R46_2023,Orbicella_annularis,10837.3,11324.8,7.2,3.47,ASI 9
R46_2023,Orbicella_annularis,10785.7,11330.8,10.1,6.24,ASI 9
R46_2023,Orbicella_annularis,10718.2,11325.9,13.1,9.97,ASI 9
R46_2023,Orbicella_annularis,10773,11236.8,134.2,233.93,ASI 9
R46_2023,Orbicella_annularis,10656.2,11289.9,21.4,22.92,ASI 9
R46_2023,Orbicella_annularis,10576.6,11223.7,19.9,18.97,ASI 9
R46_2023,Orbicella_annularis,10589.4,11153.3,30.9,59.14,ASI 9
R46_2023,Orbicella_annularis,10533.3,11102.1,13.2,11.06,ASI 9
R46_2023,Orbicella_annularis,10575.2,11066.7,9.8,5.3,ASI 9
R46_2023,Orbicella_annularis,10755.7,10938.8,20.8,20.43,ASI 9
R46_2023,Orbicella_annularis,10735.2,11062.1,108.9,169.54,ASI 9
R46_2023,Orbicella_annularis,10874.9,11032.6,21.6,23.5,ASI 9
R46_2023,Orbicella_annularis,11035.7,11195.9,57.5,98.34,ASI 9
R46_2023,Orbicella_annularis,10941.5,11256,12.4,9.4,ASI 9
R46_2023,Orbicella_annularis,11265.6,11249.3,22.9,29.18,ASI 9
R46_2023,Orbicella_annularis,11201.5,11148.7,55.5,85.35,ASI 9
R46_2023,Orbicella_annularis,11088.3,11100.9,46.3,84.23,ASI 9
R46_2023,Orbicella_annularis,10647.6,11008.6,8.9,5.65,ASI 9
R46_2023,Orbicella_annularis,10678.4,10882.2,61.5,95.05,ASI 9
R46_2023,Orbicella_annularis,10502.1,10917.4,22.4,25.66,ASI 9
R46_2023,Orbicella_annularis,10542.4,10953.2,16.3,15.63,ASI 9
R46_2023,Orbicella_annularis,10461.2,10875.7,8.5,5,ASI 9
R46_2023,Orbicella_annularis,10381.8,10820.3,19.9,16.08,ASI 9
R46_2023,Orbicella_annularis,10469.3,10780.7,44.6,93.71,ASI 9
R46_2023,Orbicella_annularis,10449.9,10847.2,12.4,9.72,ASI 9
R46_2023,Orbicella_annularis,10616.7,10782.6,49.7,76.48,ASI 9
R46_2023,Orbicella_annularis,10653.8,10718.2,9.7,6.47,ASI 9
R46_2023,Orbicella_annularis,10615.3,10658.7,31,57.02,ASI 9
R46_2023,Orbicella_annularis,10523,10679.2,39.7,68.4,ASI 9
R46_2023,Orbicella_annularis,10420.9,10665.5,36.2,63.99,ASI 9
R46_2023,Orbicella_annularis,10270.8,10627.3,35,35.15,ASI 9
R46_2023,Orbicella_annularis,10356.9,10502.9,40.4,74.77,ASI 9
R46_2023,Orbicella_annularis,10374.7,10596,33.2,49.79,ASI 9
R46_2023,Orbicella_annularis,10629.5,10569.5,37.9,45.86,ASI 9
R46_2023,Orbicella_annularis,10296.5,10336.1,23.5,32.89,ASI 9
R46_2023,Orbicella_annularis,10263.7,10375.4,25.4,17.59,ASI 9
R46_2023,Orbicella_annularis,10374.4,10186.1,47.3,56.6,ASI 9
R46_2023,Orbicella_annularis,10398,10248.7,15.6,10.18,ASI 9
R46_2023,Orbicella_annularis,10639.7,10113.1,38.3,45.32,ASI 9
R46_2023,Orbicella_annularis,10889.6,10103.8,20.4,18.72,ASI 9
R46_2023,Orbicella_annularis,10741.6,10079.9,25.4,23.12,ASI 9
R46_2023,Orbicella_annularis,10928.6,10270.4,20.4,25.63,ASI 9
R46_2023,Orbicella_annularis,11029.2,10133.6,29.4,41.15,ASI 9
R46_2023,Orbicella_annularis,11023,10190.8,33.2,40.46,ASI 9
R46_2023,Orbicella_annularis,11214.5,10346.5,14.5,13.5,ASI 9
R46_2023,Orbicella_annularis,11123.9,10660,29.5,31.45,ASI 9
R46_2023,Orbicella_annularis,11233.3,10670,30.4,47.39,ASI 9
R46_2023,Orbicella_annularis,11205,10741.3,14.4,13.09,ASI 9
R46_2023,Orbicella_annularis,11267.6,10786.4,13.5,11.15,ASI 9
R46_2023,Orbicella_annularis,11365.8,11258.5,9.2,4.97,ASI 9
R46_2023,Orbicella_annularis,11377.1,11314.5,11.7,8.98,ASI 9
R46_2023,Orbicella_annularis,11330.4,11317.6,8,4.4,ASI 9
R46_2023,Orbicella_annularis,11497.9,11021.4,10.6,6.54,ASI 9
R46_2023,Orbicella_annularis,11482.9,11075.9,13.3,11.76,ASI 9
R46_2023,Orbicella_annularis,11487.9,10705.7,22.1,27.83,ASI 9
R46_2023,Orbicella_annularis,11524.2,10876.3,13.3,11.4,ASI 9
R46_2023,Orbicella_annularis,11558.4,10824.8,22.4,21.44,ASI 9
R46_2023,Orbicella_annularis,10530.7,10084.5,10.1,5.29,ASI 9
R46_2023,Orbicella_annularis,10589.7,10065.9,8,2.75,ASI 9
R46_2023,Orbicella_annularis,10442.2,10078.3,14.8,12.26,ASI 9
R46_2023,Orbicella_annularis,10569.7,10016.9,16.2,16.37,ASI 9
R46_2023,Orbicella_annularis,10627.3,10048.7,9.4,6.08,ASI 9
R46_2023,Orbicella_annularis,10570.5,9946,12.2,9.76,ASI 9
R46_2023,Orbicella_annularis,10543.3,9951.3,7.6,3.98,ASI 9
R46_2023,Orbicella_annularis,10479,9852.8,19.4,21.57,ASI 9
R46_2023,Orbicella_annularis,10470.7,9736.7,28.9,54.53,ASI 9
R46_2023,Orbicella_annularis,10550.6,9673.8,50.1,85.39,ASI 9
R46_2023,Orbicella_annularis,10336.4,9691,33.4,44.52,ASI 9
R46_2023,Orbicella_annularis,10134.9,9503.6,38.3,47.71,ASI 9
R46_2023,Orbicella_annularis,10311.3,9481.5,9.6,6.21,ASI 9
R46_2023,Orbicella_annularis,10221.6,9290.6,19.9,23.35,ASI 9
R46_2023,Orbicella_annularis,11418.8,10535.2,4,0.92,ASI 9
R46_2023,Orbicella_annularis,11235,10581,28.2,33.57,ASI 9
R46_2023,Orbicella_annularis,11289.9,10584.8,13.5,6.66,ASI 9
R46_2023,Orbicella_annularis,11351.9,10269.2,11.2,8,ASI 9
R46_2023,Orbicella_annularis,11329.9,10139.1,20.1,20.52,ASI 9
R46_2023,Orbicella_annularis,11245.8,10223.3,24.1,34.52,ASI 9
R46_2023,Orbicella_annularis,11290.3,10275.9,20.6,22.24,ASI 9
R46_2023,Orbicella_annularis,11200,10102.5,29,35.68,ASI 9
R46_2023,Orbicella_annularis,11214,10043.3,12.5,10.21,ASI 9
R46_2023,Orbicella_annularis,11170.2,10064.6,16.4,18.2,ASI 9
R46_2023,Orbicella_annularis,11115.1,10106.6,24.6,38.93,ASI 9
R46_2023,Orbicella_annularis,10974.5,10067.3,41.1,53.47,ASI 9
R46_2023,Orbicella_annularis,11038.8,10026.8,22,29.59,ASI 9
R46_2023,Orbicella_annularis,10994.9,9986.6,20.3,19.51,ASI 9
R46_2023,Orbicella_annularis,10918.5,9950.1,6.8,3.14,ASI 9
R46_2023,Orbicella_annularis,10922.4,9993,10.2,5.8,ASI 9
R46_2023,Orbicella_annularis,11097.5,9912.8,11.7,9.36,ASI 9
R46_2023,Orbicella_annularis,11291.8,9930.7,9,5.74,ASI 9
R46_2023,Orbicella_annularis,11504.9,10036.7,29.2,58.19,ASI 9
R46_2023,Orbicella_annularis,11641.6,10120.4,38.5,53.63,ASI 9
R46_2023,Orbicella_annularis,11728.9,10092.2,19.4,25.8,ASI 9
R46_2023,Orbicella_annularis,11422.7,9919.1,35.5,39.01,ASI 9
R46_2023,Orbicella_annularis,11325.2,9829.8,5.4,1.97,ASI 9
R46_2023,Orbicella_annularis,11479.6,9672.4,20.2,27.19,ASI 9
R46_2023,Orbicella_annularis,11967,9957.9,24.9,27.15,ASI 9
R46_2023,Orbicella_annularis,11775.1,9189.6,35.3,69.13,ASI 9
